Unit,Way,Keel_Date,Delivery_Date,Yard_Cost, Procurement_Cost,Facilities_Cost,Admin_Cost,TC,VC,FC,Yard,Direct_Hours,Indirect_Hours,Total_ManHours,Way_Days,Outfitting_Days,Total_Production_Days
65,2,1/9/43,2/16/43,677505,888165,55592,16065.53208,1637327.532,1565670,71657.53208,Carolina,320734,98377,419111,28,10,38
66,3,1/13/43,2/18/43,672525,888165,55415,16014.38085,1632119.381,1560690,71429.38085,Carolina,320728,97999,418727,28,8,36
67,4,1/17/43,2/21/43,667624,888165,55251,15966.98649,1627006.986,1555789,71217.98649,Carolina,317826,96335,414161,27,8,35
68,5,1/19/43,2/24/43,667910,888165,55596,16066.68804,1627737.688,1556075,71662.68804,Carolina,319346,98297,417643,28,8,36
69,6,1/21/43,2/27/43,677412,888165,55588,16064.37612,1637229.376,1565577,71652.37612,Carolina,320629,99927,420556,29,8,37
70,7,1/24/43,3/2/43,696759,888165,56275,16262.91225,1657461.912,1584924,72537.91225,Carolina,325152,101496,426648,29,8,37
71,8,1/26/43,3/6/43,663738,888165,55103,15924.21597,1622930.216,1551903,71027.21597,Carolina,311362,95610,406972,30,9,39
72,9,1/30/43,3/9/43,680489,888165,55698,16096.16502,1640448.165,1568654,71794.16502,Carolina,323996,99443,423439,29,9,38
73,1,2/3/43,3/12/43,668683,888165,55278,15974.78922,1628100.789,1556848,71252.78922,Carolina,316209,100305,416514,30,7,37
74,2,2/6/43,3/16/43,679854,888165,55675,16089.51825,1639783.518,1568019,71764.51825,Carolina,322272,98581,420853,31,7,38
75,3,2/11/43,3/19/43,673476,888165,55449,16024.20651,1633114.207,1561641,71473.20651,Carolina,314217,97600,411817,29,7,36
76,4,2/13/43,3/22/43,675745,888165,55529,16047.32571,1635486.326,1563910,71576.32571,Carolina,317621,96433,414054,30,7,37
77,5,2/16/43,3/25/43,665212,888165,55155,15939.24345,1624471.243,1553377,71094.24345,Carolina,314028,95407,409435,30,7,37
78,6,2/19/43,3/28/43,675542,888165,55522,16045.30278,1635274.303,1563707,71567.30278,Carolina,316656,96027,412683,30,7,37
79,7,2/22/43,3/31/43,681401,888165,55730,16105.4127,1641401.413,1569566,71835.4127,Carolina,323048,96781,419829,30,7,37
80,8,2/25/43,4/5/43,727093,888165,57352,16574.15448,1689184.154,1615258,73926.15448,Carolina,346404,106035,452439,31,8,39
81,9,2/28/43,4/8/43,701412,888165,56441,16310.88459,1662328.885,1589577,72751.88459,Carolina,335664,98623,434287,31,8,39
82,1,3/5/43,4/13/43,721410,888165,57151,16516.06749,1683242.067,1609575,73667.06749,Carolina,344831,103610,448441,32,7,39
83,2,3/9/43,4/15/43,698044,888165,56321,16276.20579,1658806.206,1586209,72597.20579,Carolina,324367,97488,421855,31,6,37
84,3,3/12/43,4/19/43,691420,888165,56086,16208.29314,1651879.293,1579585,72294.29314,Carolina,321733,94842,416575,31,7,38
85,4,3/16/43,4/21/43,677449,888165,55590,16064.9541,1637268.954,1565614,71654.9541,Carolina,315280,92462,407742,29,7,36
86,5,3/18/43,4/24/43,697907,888165,56316,16274.76084,1658662.761,1586072,72590.76084,Carolina,323554,95863,419417,30,7,37
87,6,3/22/43,4/26/43,673082,888165,55435,16020.16065,1632702.161,1561247,71455.16065,Carolina,306316,87414,393730,28,7,35
88,7,3/24/43,4/28/43,665167,888165,55154,15938.95446,1624424.954,1553332,71092.95446,Carolina,301224,86316,387540,29,6,35
89,8,3/29/43,4/30/43,652153,888165,54692,15805.44108,1610815.441,1540318,70497.44108,Carolina,301844,86572,388416,26,6,32
90,9,4/1/43,5/4/43,693002,888165,56138,16223.32062,1653528.321,1581167,72361.32062,Carolina,323450,93476,416926,26,7,33
91,1,4/7/43,5/7/43,700327,888165,56402,16299.61398,1661193.614,1588492,72701.61398,Carolina,328335,103724,432059,23,7,30
92,2,4/10/43,5/11/43,634610,888165,54069,15625.40031,1592469.4,1522775,69694.40031,Carolina,303866,88254,392120,24,7,31
93,3,4/13/43,5/14/43,656528,888165,54847,15850.23453,1615390.235,1544693,70697.23453,Carolina,311478,91671,403149,24,7,31
94,4,4/15/43,5/16/43,637498,888165,54171,15654.87729,1595488.877,1525663,69825.87729,Carolina,305337,89799,395136,25,6,31
95,5,4/18/43,5/19/43,636508,888165,54136,15644.76264,1594453.763,1524673,69780.76264,Carolina,298818,89637,388455,25,6,31
96,6,4/20/43,5/21/43,633343,888165,54024,15612.39576,1591144.396,1521508,69636.39576,Carolina,299141,89256,388397,25,6,31
97,7,4/23/43,5/24/43,633574,888165,54032,15614.70768,1591385.708,1521739,69646.70768,Carolina,296361,87349,383710,25,6,31
98,8,4/26/43,5/27/43,625691,888165,53752,15533.79048,1583141.79,1513856,69285.79048,Carolina,291725,86900,378625,25,6,31
99,9,4/28/43,5/29/43,612145,888165,53271,15394.78629,1568975.786,1500310,68665.78629,Carolina,284270,83592,367862,25,6,31
100,1,5/1/43,5/31/43,668301,888165,55265,15971.03235,1627702.032,1556466,71236.03235,Carolina,307006,93177,400183,24,6,30
101,2,5/5/43,6/4/43,606299,888165,53063,15334.67637,1562861.676,1494464,68397.67637,Carolina,277032,81932,358964,24,6,30
102,3,5/8/43,6/6/43,631776,888165,53968,15596.21232,1589505.212,1519941,69564.21232,Carolina,285466,85045,370511,23,6,29
103,4,5/11/43,6/10/43,670780,888165,55352,15996.17448,1630293.174,1558945,71348.17448,Carolina,301334,92117,393451,24,6,30
104,5,5/14/43,6/14/43,663994,888165,55112,15926.81688,1623197.817,1552159,71038.81688,Carolina,305814,93086,398900,25,6,31
105,6,5/16/43,6/17/43,659767,888165,54962,15883.46838,1618777.468,1547932,70845.46838,Carolina,305294,94711,400005,26,6,32
106,7,5/19/43,6/20/43,640836,888165,54290,15689.2671,1598980.267,1529001,69979.2671,Carolina,291377,91136,382513,26,6,32
107,8,5/22/43,6/23/43,643549,888165,54386,15717.01014,1601817.01,1531714,70103.01014,Carolina,293095,91471,384566,26,6,32
108,9,5/24/43,6/27/43,675035,888165,55504,16040.10096,1634744.101,1563200,71544.10096,Carolina,309463,97015,406478,27,7,34
109,1,5/26/43,6/30/43,670894,888165,55357,15997.61943,1630413.619,1559059,71354.61943,Carolina,308755,97469,406224,29,6,35
110,2,5/30/43,7/5/43,701850,888165,56456,16315.21944,1662786.219,1590015,72771.21944,Carolina,323708,104411,428119,28,8,36
111,3,5/31/43,7/7/43,653835,888165,54751,15822.49149,1612573.491,1542000,70573.49149,Carolina,299511,94767,394278,30,7,37
112,4,6/5/43,7/10/43,675102,888165,55506,16040.67894,1634813.679,1563267,71546.67894,Carolina,311058,99672,410730,28,7,35
113,5,6/9/43,7/15/43,660979,888165,55005,15895.89495,1620044.895,1549144,70900.89495,Carolina,299982,95374,395356,29,7,36
114,6,6/12/43,7/18/43,671556,888165,55380,16004.2662,1631105.266,1559721,71384.2662,Carolina,299682,98251,397933,29,7,36
115,7,6/15/43,7/22/43,664494,888165,55130,15932.0187,1623721.019,1552659,71062.0187,Carolina,298272,99946,398218,30,7,37
116,8,6/18/43,7/28/43,684121,888165,55827,16133.44473,1644246.445,1572286,71960.44473,Carolina,305759,101360,407119,33,7,40
117,9,6/21/43,7/31/43,662876,888165,55072,15915.25728,1622028.257,1551041,70987.25728,Carolina,289842,99821,389663,33,7,40
118,1,6/25/43,7/25/43,657394,888165,54878,15859.19322,1616296.193,1545559,70737.19322,Carolina,293728,97622,391350,22,8,30
119,2,6/28/43,8/12/43,670307,888165,55336,15991.55064,1629799.551,1558472,71327.55064,Carolina,298307,102250,400557,29,16,45
120,3,7/1/43,8/8/43,711202,888165,56788,16411.16412,1672566.164,1599367,73199.16412,Carolina,310082,107061,417143,30,8,38
121,4,7/4/43,8/12/43,678304,888165,55620,16073.6238,1638162.624,1566469,71693.6238,Carolina,296918,104065,400983,31,8,39
122,5,7/9/43,8/15/43,674846,888165,55497,16038.07803,1634546.078,1563011,71535.07803,Carolina,298103,103076,401179,29,8,37
123,6,7/12/43,8/19/43,691742,888165,56097,16211.47203,1652215.472,1579907,72308.47203,Carolina,302421,107715,410136,30,8,38
124,7,7/16/43,8/22/43,741787,888165,57874,16725.00726,1704551.007,1629952,74599.00726,Carolina,325894,118798,444692,29,8,37
125,8,7/22/43,8/26/43,747122,888165,58064,16779.91536,1710130.915,1635287,74843.91536,Carolina,331444,120743,452187,27,8,35
126,9,7/25/43,8/27/43,837250,888165,61264,17704.68336,1804383.683,1725415,78968.68336,Carolina,374062,137601,511663,27,6,33
1,1,10/1/41,5/31/42,1796653,888165,95239,27523.11861,2807580.119,2684818,122762.1186,Delta,1022302,386657,1408959,178,64,242
2,2,10/16/41,6/25/42,1681465,888165,91239,26367.15861,2687236.159,2569630,117606.1586,Delta,938537,354975,1293512,189,63,252
3,3,11/6/41,7/7/42,1638463,888165,89712,25925.87088,2642265.871,2526628,115637.8709,Delta,918857,347531,1266388,184,59,243
4,4,12/22/41,7/21/42,1661780,888165,90540,26165.1546,2666650.155,2549945,116705.1546,Delta,924353,349610,1273963,145,66,211
5,5,1/19/42,7/29/42,1512170,888165,85228,24630.03972,2510193.04,2400335,109858.0397,Delta,824018,311661,1135679,131,60,191
6,6,2/2/42,8/7/42,1434196,888165,82459,23829.82641,2428649.826,2322361,106288.8264,Delta,771109,291650,1062759,133,53,186
7,1,4/1/42,8/19/42,1550109,888165,86575,25019.30925,2549868.309,2438274,111594.3093,Delta,837564,316784,1154348,105,35,140
8,2,4/25/42,8/29/42,1391833,888165,80955,23395.18545,2384348.185,2279998,104350.1855,Delta,729493,275910,1005403,96,30,126
9,7,5/9/42,9/30/42,1375206,888165,80365,23224.68135,2366960.681,2263371,103589.6814,Delta,689588,250697,940285,121,23,144
10,3,5/11/42,9/5/42,1328469,888165,78705,22744.95795,2318083.958,2216634,101449.958,Delta,689720,260867,950587,89,28,117
11,8,5/14/42,9/26/42,1392375,888165,80974,23400.67626,2384914.676,2280540,104374.6763,Delta,709947,258098,968045,108,27,135
12,4,5/17/42,9/12/42,1353809,888165,79605,23005.04895,2344584.049,2241974,102610.049,Delta,694161,262547,956708,84,34,118
13,5,5/31/42,9/19/42,1311098,888165,78088,22566.65112,2299917.651,2199263,100654.6511,Delta,654420,247516,901936,81,30,111
14,6,6/16/42,10/11/42,1356540,888165,79702,23033.08098,2347440.081,2244705,102735.081,Delta,658809,249175,907984,83,34,117
15,1,7/16/42,10/21/42,1435875,888165,82519,23847.16581,2430406.166,2324040,106366.1658,Delta,684159,258764,942923,72,25,97
16,2,8/1/42,10/31/42,1456820,888165,83262,24061.88538,2452308.885,2344985,107323.8854,Delta,685260,259180,944440,70,21,91
17,3,8/9/42,10/29/42,1270990,888165,76664,22155.12936,2257974.129,2159155,98819.12936,Delta,579752,219275,799027,61,20,81
18,4,8/10/42,11/5/42,1293106,888165,77450,22382.2755,2281103.276,2181271,99832.2755,Delta,580537,219572,800109,65,22,87
19,5,8/20/42,11/10/42,1230943,888165,75242,21744.18558,2216094.186,2119108,96986.18558,Delta,544023,205761,749784,61,21,82
20,8,8/31/42,11/18/42,1303919,888165,77834,22493.24766,2292411.248,2192084,100327.2477,Delta,581806,211513,793319,57,22,79
21,6,9/8/42,11/28/42,1230340,888165,75221,21738.11679,2215464.117,2118505,96959.11679,Delta,554432,209698,764130,60,21,81
22,7,9/8/42,11/24/42,1255206,888165,76104,21993.29496,2241468.295,2143371,98097.29496,Delta,561473,204121,765594,59,18,77
23,1,9/27/42,12/7/42,1271183,888165,76671,22157.15229,2258176.152,2159348,98828.15229,Delta,574680,217356,792036,57,14,71
24,3,10/10/42,12/11/42,1103602,888165,70721,20437.66179,2082925.662,1991767,91158.66179,Delta,493589,186686,680275,47,15,62
25,2,10/11/42,12/24/42,1241930,888165,75633,21857.18067,2227585.181,2130095,97490.18067,Delta,559055,211447,770502,57,17,74
26,4,10/15/42,12/18/42,1130452,888165,71674,20713.06926,2111004.069,2018617,92387.06926,Delta,503136,190297,693433,49,15,64
27,5,10/21/42,12/30/42,1109468,888165,70930,20498.0607,2089061.061,1997633,91428.0607,Delta,491987,186080,678067,52,18,70
28,8,10/28/42,12/31/42,1156661,888165,72605,20982.11895,2138413.119,2044826,93587.11895,Delta,506263,184050,690313,47,17,64
29,7,11/7/42,1/11/43,1230227,888165,75217,21736.96083,2215345.961,2118392,96953.96083,Delta,541394,196822,738216,46,19,65
30,6,11/8/42,1/15/43,1148321,888165,72309,20896.57791,2129691.578,2036486,93205.57791,Delta,513194,194102,707296,46,22,68
31,1,11/24/42,1/21/43,1182582,888165,73525,21247.98975,2165519.99,2070747,94772.98975,Delta,529264,200178,729442,44,14,58
32,3,11/27/42,1/29/43,1066738,888165,69412,20059.37388,2044374.374,1954903,89471.37388,Delta,489062,155794,644856,44,19,63
33,4,12/4/42,1/30/43,1053582,888165,68945,19924.41555,2030616.416,1941747,88869.41555,Delta,483152,153912,637064,43,14,57
34,2,12/8/42,2/4/43,1093241,888165,70353,20331.31347,2072090.313,1981406,90684.31347,Delta,501666,159810,661476,41,17,58
35,5,12/13/42,2/11/43,1087129,888165,70136,20268.60264,2065698.603,1975294,90404.60264,Delta,495901,157974,653875,40,20,60
36,8,12/15/42,2/17/43,1202254,888165,74224,21449.99376,2186092.994,2090419,95673.99376,Delta,529201,192389,721590,46,18,64
37,7,12/29/42,2/24/43,1169946,888165,73077,21118.52223,2152306.522,2058111,94195.52223,Delta,514406,187011,701417,43,14,57
38,6,1/4/43,2/28/43,1090668,888165,70262,20305.01538,2069400.015,1978833,90567.01538,Delta,510431,162602,673033,39,16,55
39,1,1/9/43,3/31/43,1149108,888165,72337,20904.66963,2130514.67,2037273,93241.66963,Delta,538360,171499,709859,46,35,81
40,3,1/16/43,3/20/43,1060884,888165,69204,19999.26396,2038252.264,1949049,89203.26396,Delta,496451,158148,654599,47,16,63
41,4,1/20/43,3/17/43,1011431,888165,67448,19491.79752,1986535.798,1899596,86939.79752,Delta,471534,150211,621745,40,16,56
42,2,1/25/43,3/26/43,1064437,888165,69330,20035.6767,2041967.677,1952602,89365.6767,Delta,500551,159455,660006,40,20,60
43,5,1/27/43,3/29/43,995726,888165,66891,19330.83009,1970112.83,1883891,86221.83009,Delta,462745,147411,610156,45,16,61
44,8,2/4/43,4/22/43,1079661,888165,69871,20192.02029,2057889.02,1967826,90063.02029,Delta,493889,157332,651221,41,36,77
45,7,2/16/43,4/15/43,1079476,888165,69864,20189.99736,2057694.997,1967641,90053.99736,Delta,495577,157871,653448,41,17,58
46,6,2/17/43,4/10/43,959443,888165,65602,18958.32198,1932168.322,1847608,84560.32198,Delta,444527,141608,586135,38,14,52
47,1,2/26/43,4/24/43,1058775,888165,69129,19977.58971,2036046.59,1946940,89106.58971,Delta,495529,157854,653383,39,18,57
48,4,3/3/43,4/24/43,1004028,888165,67185,19415.79315,1978793.793,1892193,86600.79315,Delta,463561,147671,611232,38,14,52
49,3,3/6/43,5/5/43,1046386,888165,68689,19850.43411,2023090.434,1934551,88539.43411,Delta,479539,152761,632300,47,13,60
50,2,3/9/43,4/30/43,991107,888165,66726,19283.14674,1965281.147,1879272,86009.14674,Delta,452053,144005,596058,38,14,52
51,5,3/16/43,5/8/43,940262,888165,64921,18761.51979,1912109.52,1828427,83682.51979,Delta,423931,135047,558978,36,17,53
52,8,3/18/43,5/12/43,1052785,888165,68918,19916.61282,2029784.613,1940950,88834.61282,Delta,474073,151020,625093,37,18,55
53,6,3/29/43,5/19/43,890123,888165,63141,18247.11759,1859676.118,1778288,81388.11759,Delta,397445,126610,524055,33,18,51
54,7,3/30/43,5/22/43,1025228,888165,67938,19633.40262,2000964.403,1913393,87571.40262,Delta,457602,145773,603375,32,21,53
55,1,4/7/43,5/25/43,1025631,888165,67952,19637.44848,2001385.448,1913796,87589.44848,Delta,463427,147629,611056,33,15,48
56,4,4/11/43,5/29/43,973323,888165,66095,19100.79405,1946683.794,1861488,85195.79405,Delta,438487,139683,578170,36,12,48
57,2,4/17/43,5/30/43,1050183,888165,68824,19889.44776,2027061.448,1938348,88713.44776,Delta,473234,150752,623986,31,12,43
58,5,4/22/43,6/11/43,1010516,888165,67416,19482.54984,1985579.55,1898681,86898.54984,Delta,458618,146097,604715,32,18,50
59,3,4/23/43,6/18/43,1054049,888165,68961,19929.03939,2031104.039,1942214,88890.03939,Delta,488202,155520,643722,40,16,56
60,8,4/25/43,6/23/43,1179472,888165,73415,21216.20085,2162268.201,2067637,94631.20085,Delta,538631,171585,710216,41,18,59
61,6,5/2/43,6/25/43,968491,888165,65924,19051.37676,1941631.377,1856656,84975.37676,Delta,458173,121730,579903,35,19,54
62,7,5/3/43,6/28/43,1110337,888165,70960,20506.7304,2089968.73,1998502,91466.7304,Delta,499546,159134,658680,36,20,56
63,1,5/11/43,7/6/43,1083144,888165,69995,20227.85505,2061531.855,1971309,90222.85505,Delta,525438,139601,665039,36,20,56
64,4,5/18/43,9/4/43,1488186,934797,86032,24862.38768,2533877.388,2422983,110894.3877,Delta,738859,196304,935163,50,59,109
65,2,5/19/43,9/13/43,1538544,934797,87820,25379.1018,2586540.102,2473341,113199.1018,Delta,764744,203181,967925,52,65,117
66,5,5/25/43,9/16/43,1432425,934797,84052,24290.18748,2475564.187,2367222,108342.1875,Delta,700985,186241,887226,50,64,114
67,3,6/3/43,9/22/43,1499146,934797,86421,24974.80479,2545338.805,2433943,111395.8048,Delta,736793,195755,932548,52,59,111
68,6,6/7/43,9/28/43,1435066,934797,84146,24317.35254,2478326.353,2369863,108463.3525,Delta,707378,187940,895318,54,59,113
69,8,6/7/43,10/8/43,1599292,934797,89977,26002.45323,2650068.453,2534089,115979.4532,Delta,780604,207395,987999,59,64,123
70,7,6/9/43,10/6/43,1484978,934797,85918,24829.44282,2530522.443,2419775,110747.4428,Delta,720400,191400,911800,59,60,119
71,1,6/17/43,10/16/43,1482632,934797,85835,24805.45665,2528069.457,2417429,110640.4567,Delta,726945,193138,920083,58,63,121
72,4,7/8/43,10/20/43,1378338,934797,82132,23735.32668,2419002.327,2313135,105867.3267,Delta,666484,177075,843559,49,55,104
73,2,7/11/43,10/25/43,1398059,934797,82832,23937.61968,2439625.62,2332856,106769.6197,Delta,675735,179533,855268,52,54,106
74,5,7/15/43,11/12/43,1274976,934797,78462,22674.73338,2310909.733,2209773,101136.7334,Delta,604479,160601,765080,49,71,120
75,3,7/26/43,10/30/43,1352766,934797,81224,23472.92376,2392259.924,2287563,104696.9238,Delta,647937,172147,820084,52,44,96
76,1,8/1/43,11/7/43,1271806,934797,78349,22642.07751,2307594.078,2206603,100991.0775,Delta,603766,155437,759203,49,49,98
77,7,8/6/43,11/13/43,1408699,934797,83210,24046.8579,2450752.858,2343496,107256.8579,Delta,665033,176690,841723,48,51,99
78,6,8/8/43,11/15/43,1343090,934797,80880,23373.5112,2382140.511,2277887,104253.5112,Delta,637755,164184,801939,48,51,99
79,2,8/16/43,11/16/43,1299802,934797,79343,22929.33357,2336871.334,2234599,102272.3336,Delta,620736,159803,780539,47,45,92
80,8,8/27/43,11/27/43,1267505,934797,78196,22597.86204,2303095.862,2202302,100793.862,Delta,606315,156090,762405,43,49,92
81,3,9/2/43,11/22/43,1276775,934797,78525,22692.93975,2312789.94,2211572,101217.9398,Delta,604060,155508,759568,43,38,81
82,4,9/3/43,11/30/43,1222005,934797,76581,22131.14319,2255514.143,2156802,98712.14319,Delta,574585,147922,722507,45,43,88
83,1,9/15/43,12/13/43,1167738,934797,74654,21574.25946,2198763.259,2102535,96228.25946,Delta,550379,141690,692069,45,44,89
84,5,9/18/43,12/15/43,1208342,934797,76096,21990.98304,2241225.983,2143139,98086.98304,Delta,569847,146702,716549,45,43,88
85,6,9/26/43,12/20/43,1261654,934797,77989,22538.04111,2296978.041,2196451,100527.0411,Delta,589911,151867,741778,47,38,85
86,7,9/28/43,12/17/43,1254511,934797,77735,22464.63765,2289507.638,2189308,100199.6377,Delta,586144,150893,737037,39,41,80
87,2,10/5/43,12/16/43,1180639,934797,75112,21706.61688,2212254.617,2115436,96818.61688,Delta,544757,140242,684999,45,27,72
88,8,10/11/43,1/4/44,1169280,934797,74709,21590.15391,2200376.154,2104077,96299.15391,Delta,543287,139864,683151,46,39,85
89,4,10/19/43,1/6/44,1172894,934797,74836,21626.85564,2204153.856,2107691,96462.85564,Delta,545414,140412,685826,44,35,79
90,3,10/20/43,1/15/44,1221219,934797,76553,22123.05147,2254692.051,2156016,98676.05147,Delta,575278,148101,723379,46,41,87
91,1,10/31/43,1/13/44,1165584,934797,74577,21552.00723,2196510.007,2100381,96129.00723,Delta,549988,141589,691577,45,29,74
92,5,11/1/43,1/13/44,1237245,934797,77122,22287.48678,2271451.487,2172042,99409.48678,Delta,588502,151509,740011,45,28,73
93,7,11/7/43,2/10/44,1267984,934797,78213,22602.77487,2303596.775,2202781,100815.7749,Delta,596331,153520,749851,55,40,95
94,6,11/13/43,1/26/44,1291294,934797,79041,22842.05859,2327974.059,2226091,101883.0586,Delta,615097,158351,773448,45,29,74
95,4,11/16/43,1/31/44,1184078,934797,75234,21741.87366,2215850.874,2118875,96975.87366,Delta,564035,146337,710372,44,32,76
96,8,11/25/43,2/9/44,1014672,888165,67563,19525.03137,1989925.031,1902837,87088.03137,Delta,491177,126449,617626,44,32,76
97,2,12/4/43,2/21/44,1006226,888165,67263,19438.33437,1981092.334,1894391,86701.33437,Delta,517797,136253,654050,49,30,79
98,7,12/5/43,3/7/44,1101541,888165,70648,20416.56552,2080770.566,1989706,91064.56552,Delta,563289,148224,711513,54,39,93
99,8,12/16/43,3/5/44,1013906,888165,67536,19517.22864,1989124.229,1902071,87053.22864,Delta,522103,137387,659490,55,25,80
100,5,12/18/43,3/6/44,1066677,888165,69410,20058.7959,2044310.796,1954842,89468.7959,Delta,547333,144026,691359,49,30,79
101,3,12/24/43,3/24/44,1073238,888165,69643,20126.13057,2051172.131,1961403,89769.13057,Delta,545090,143435,688525,54,37,91
102,4,1/10/44,3/20/44,938887,888165,64872,18747.35928,1910671.359,1827052,83619.35928,Delta,476653,125426,602079,40,30,70
103,1,1/10/44,3/22/44,1004636,888165,67207,19422.15093,1979430.151,1892801,86629.15093,Delta,508654,133848,642502,48,24,72
104,6,1/10/44,3/29/44,1093475,888165,69210,20000.9979,2070850.998,1981640,89210.9979,Delta,554909,146019,700928,50,29,79
105,5,1/24/44,4/10/44,975324,888165,66166,19121.31234,1948776.312,1863489,85287.31234,Delta,491121,129233,620354,42,35,77
106,2,1/27/44,4/26/44,1034510,888165,68268,19728.76932,2010671.769,1922675,87996.76932,Delta,523073,137641,660714,44,46,90
107,6,2/5/44,4/21/44,963990,855740,64612,18672.22188,1903014.222,1819730,83284.22188,Delta,486610,128046,614656,45,31,76
108,3,2/11/44,4/24/44,1043472,855740,67435,19488.04065,1986135.041,1899212,86923.04065,Delta,528713,139125,667838,45,28,73
109,8,2/18/44,4/30/44,1001200,855740,65934,19054.26666,1941928.267,1856940,84988.26666,Delta,500199,133480,633679,41,31,72
110,4,2/21/44,5/19/44,1035169,888165,68291,19735.41609,2011360.416,1923334,88026.41609,Delta,524604,139994,664598,44,44,88
111,1,2/28/44,5/17/44,1021467,888165,67805,19594.96695,1997031.967,1909632,87399.96695,Delta,512194,136682,648876,45,34,79
112,7,3/6/44,5/31/44,1108124,888165,70882,20484.18918,2087655.189,1996289,91366.18918,Delta,550006,146344,696350,45,41,86
113,5,3/7/44,5/21/44,999569,888165,67027,19370.13273,1974131.133,1887734,86397.13273,Delta,501773,133900,635673,41,34,75
114,2,3/13/44,6/5/44,1044686,888165,68629,19833.09471,2021313.095,1932851,88462.09471,Delta,522469,139017,661486,45,39,84
115,6,3/22/44,6/22/44,1000253,888165,67051,19377.06849,1974846.068,1888418,86428.06849,Delta,503353,132675,636028,41,51,92
116,3,3/28/44,7/5/44,1079104,888165,69851,20186.24049,2057306.24,1967269,90037.24049,Delta,548195,144494,692689,48,51,99
117,8,3/31/44,7/6/44,1074696,888165,69695,20141.15805,2052697.158,1962861,89836.15805,Delta,540741,142529,683270,46,51,97
118,4,4/6/44,7/20/44,1002916,888165,67146,19404.52254,1977631.523,1891081,86550.52254,Delta,502605,131076,633681,40,65,105
119,1,4/14/44,7/22/44,1065058,888165,69352,20042.03448,2042617.034,1953223,89394.03448,Delta,534698,140936,675634,38,61,99
120,5,4/18/44,7/17/44,1011513,888165,67451,19492.66449,1986621.664,1899678,86943.66449,Delta,512574,135105,647679,45,45,90
121,7,4/21/44,7/26/44,1109124,888165,70917,20494.30383,2088700.304,1997289,91411.30383,Delta,562121,146597,708718,59,37,96
122,2,4/28/44,8/5/44,1079067,888165,69850,20185.9515,2057267.952,1967232,90035.9515,Delta,551442,143812,695254,54,45,99
123,6,5/3/44,8/1/44,976225,888165,66198,19130.56002,1949718.56,1864390,85328.56002,Delta,496035,129363,625398,50,40,90
124,3,5/16/44,8/22/44,1050682,888165,68842,19894.64958,2027583.65,1938847,88736.64958,Delta,536932,140028,676960,52,46,98
125,8,5/17/44,8/26/44,1074147,888165,68675,19846.38825,2050833.388,1962312,88521.38825,Delta,545787,141241,687028,52,49,101
126,4,5/17/44,8/22/44,986504,888165,66563,19236.04137,1960468.041,1874669,85799.04137,Delta,502271,129979,632250,45,52,97
127,1,5/23/44,8/28/44,1026177,888165,67972,19643.22828,2001957.228,1914342,87615.22828,Delta,521835,135043,656878,50,47,97
128,5,6/3/44,9/4/44,1011036,888165,67434,19487.75166,1986122.752,1899201,86921.75166,Delta,510787,132183,642970,45,48,93
129,7,6/20/44,8/31/44,1081114,888165,69922,20206.75878,2059407.759,1969279,90128.75878,Delta,544227,140837,685064,43,29,72
130,2,6/22/44,9/12/44,1035430,888165,68300,19738.017,2011633.017,1923595,88038.017,Delta,521392,134928,656320,39,43,82
131,6,6/23/44,9/15/44,963165,888165,65735,18996.75765,1936061.758,1851330,84731.75765,Delta,489767,123234,613001,41,43,84
132,4,7/3/44,9/19/44,951573,888165,65323,18877.69377,1923938.694,1839738,84200.69377,Delta,483839,121742,605581,40,38,78
133,3,7/8/44,9/26/44,1001305,888165,67091,19388.62809,1975949.628,1889470,86479.62809,Delta,511793,128777,640570,40,40,80
134,8,7/10/44,10/2/44,1030030,888165,68109,19682.81991,2005986.82,1918195,87791.81991,Delta,518543,130475,649018,42,42,84
135,1,7/13/44,10/4/44,984568,888165,66494,19216.10106,1958443.101,1872733,85710.10106,Delta,501136,126095,627231,41,42,83
136,5,7/19/44,10/17/44,989801,888165,66680,19269.8532,1963915.853,1877966,85949.8532,Delta,504917,127046,631963,40,50,90
137,2,8/1/44,10/16/44,1019997,888165,67752,19579.65048,1995493.65,1908162,87331.65048,Delta,520470,130959,651429,41,35,76
138,7,8/3/44,10/25/44,1025695,888165,67955,19638.31545,2001453.315,1913860,87593.31545,Delta,520361,130932,651293,42,41,83
139,6,8/4/44,10/19/44,953454,888165,65390,18897.0561,1925906.056,1841619,84287.0561,Delta,483351,120092,603443,40,36,76
140,4,8/14/44,10/27/44,941110,888165,64951,18770.18949,1912996.189,1829275,83721.18949,Delta,474025,117775,591800,42,32,74
141,3,8/18/44,10/31/44,996137,888165,66905,19334.87595,1970541.876,1884302,86239.87595,Delta,500084,124249,624333,39,35,74
142,8,8/22/44,11/7/44,1039425,888165,68442,19779.05358,2015811.054,1927590,88221.05358,Delta,526345,130774,657119,41,36,77
143,1,8/24/44,11/13/44,968753,888165,65933,19053.97767,1941904.978,1856918,84986.97767,Delta,493222,122544,615766,44,37,81
144,5,8/29/44,11/14/44,943074,888165,95021,27460.11879,1953720.119,1831239,122481.1188,Delta,475645,118178,593823,41,36,77
145,2,9/12/44,11/18/44,967315,888165,65882,19039.23918,1940401.239,1855480,84921.23918,Delta,489854,116772,606626,42,25,67
